name,ID,ADDRESS,CITY,zip,Shape,PHONE,TYPE,URL
Ziggies Cafe & Coffeehouse,230,1817 2nd Avenue,New York,10128,"(40.783162298000036, -73.94824776999991)",212-289-0824,Free,http://www.nyu.edu/src/cityguide/cityinfo.html
Barnes & Noble,383,1280 Lexington Ave,New York,10028,"(40.779973227000085, -73.95557652899993)",,Free,http://www.barnesandnobleinc.com
Barnes & Noble,384,240 East 86th Street,New York,10028,"(40.777946445000055, -73.95264240299991)",,Free,http://www.barnesandnobleinc.com
Barnes & Noble,385,2289 Broadway,New York,10024,"(40.786265262000086, -73.97869797499993)",,Free,http://www.barnesandnobleinc.com
Barnes & Noble,386,1972 Broadway,New York,10023,"(40.774065446000066, -73.98179243499993)",,Free,http://www.barnesandnobleinc.com
Barnes & Noble,387,33 East 17th Street,New York,10003,"(40.73715231600005, -73.98940555299993)",,Free,http://www.barnesandnobleinc.com
Barnes & Noble,388,160 E 54th Street,New York,10022,"(40.758505728000046, -73.96978387199994)",,Free,http://www.barnesandnobleinc.com
Barnes & Noble,389,675 Avenue Of The Americas,New York,10010,"(40.742126135000035, -73.99398785199992)",,Free,http://www.barnesandnobleinc.com
Barnes & Noble,390,555 5th Ave,New York,10017,"(40.75568065600004, -73.97882325899991)",212-541-5614,Free,http://www.barnesandnobleinc.com
Barnes & Noble,391,4 Astor Place,New York,10003,"(40.72973072800005, -73.99227514099994)",,Free,http://www.barnesandnobleinc.com
Cosi,412,2186 Broadway,New York,10024,"(40.78252501700007, -73.98028200899995)",212-595-5616,Free,http://www.getcosi.com
Cosi,413,60 East 56th Street,New York,10022,"(40.76114406000005, -73.97230589999992)",212-588-1225,Free,http://www.getcosi.com
Cosi,415,1633 Broadway,New York,10019,"(40.76217567200007, -73.98485320099991)",212-397-9838,Free,http://www.getcosi.com
Cosi,416,61 West 48th Street,New York,10020,"(40.75873037700006, -73.9805765719999)",212-265-2674,Free,http://www.getcosi.com
Cosi,417,257 Park Avenue,New York,10017,"(40.75500205700007, -73.97555333199995)",212-598-4070,Free,http://www.getcosi.com
Cosi,418,38 East 45th Street,New York,10017,"(40.75426682500006, -73.97731498399992)",212-370-0705,Free,http://www.getcosi.com
Cosi,419,685 3rd Avenue,New York,10017,"(40.75157886400007, -73.97332768399991)",212-697-8449,Free,http://www.getcosi.com
Cosi,421,498 7th Avenue,New York,10017,"(40.75284684800005, -73.99001663999991)",212-947-1005,Free,http://www.getcosi.com
Cosi,424,461 Park Avenue South,New York,10016,"(40.74513591900006, -73.98227310499993)",212-634-3467,Free,http://www.getcosi.com
Cosi,425,200 Vesey Street,New York,10281,"(40.713563401000044, -74.0148579989999)",212-571-2001,Free,http://www.getcosi.com
Cosi,426,55 Broad Street,New York,10004,"(40.705280135000066, -74.01104383099994)",212-344-5000,Free,http://www.getcosi.com
Cosi,428,841 Broadway,New York,10003,"(40.73432811400005, -73.99118850699995)",212-614-8544,Free,http://www.getcosi.com
Cosi,429,11 West 42nd Street,New York,10036,"(40.754078210000046, -73.9816499129999)",212-398-6662,Free,http://www.getcosi.com
Vietnam Veterans Memorial Plaza,775,55 Water Street,New York,10004,"(40.70321350000006, -74.00907426999993)",,Free,http://www.downtownny.com/discover/wifi/
Union Square Park,776,4th Avenue & Broadway,New York,10003,"(40.73581961200006, -73.99039723999994)",,Free,http://www.unionsquarenyc.org/
Rector Park,777,,New York,10280,"(40.70933062000006, -74.01740717299992)",,Free,http://www.bpcparks.org/bpcp/parks/parks.php#rector
Madison Square Park,779,Madison Avenue and 23rd Street,New York,10010,"(40.742221735000044, -73.98802260199994)",,Free,http://www.nycgovparks.org/parks/madisonsquarepark
Apple Store,784,767 5th Avenue,New York,10022,"(40.76355119700008, -73.97229406899993)",212-336-1440,Free,http://www.apple.com/retail/fifthavenue/
Bway.net,787,568 Broadway,New York,10012,"(40.724238695000054, -73.99719676599995)",,Free,http://auth.nycwireless.net/node_list.php
Coogan's,791,600 West 169th Street,New York,10032,"(40.841689443000064, -73.93990057499991)",,Free,
Fat Black Pussycat,794,130 W 3rd St,New York,10012,"(40.73062302800008, -74.00092728499993)",,Free,http://www.thefatblackpussycat.com/gallery.html
Golden Krust Bakery& Grill,795,408 8th Ave,New York,10001,"(40.74979226000005, -73.99480282699994)",212-244-4049,Free,http://nymag.com/listings/restaurant/Golden-Krust-Bakery/
Stuyvesant Cove Park,800,23rd Street and East River Drive,New York,10002,"(40.73283511100004, -73.97398466899995)",,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Stuyvesant_Cove_Park_New_York_NY_24465.aspx
Stone Street,819,Stone Street,New York,10004,"(40.70424815800004, -74.0104738039999)",,Free,http://www.downtownny.com/discover/wifi/
Chevys Fresh Mex Restaurant,827,102 North End Avenue,New York,10282,"(40.71500533600005, -74.01524212599992)",201-807-9090,Free,http://www.chevysny.com
Citywidetech.com,828,514 W 176th Street,New York,10033,"(40.84514179200005, -73.93431601399993)",917-628-3131,Free,http://www.citywidetech.com
Cosi,831,320 Park Avenue,New York,10022,"(40.75768729200007, -73.97421712099992)",212-754-6081,Free,http://www.getcosi.com
Equinox 102 - Broadway @ 19th,832,897 Broadway,New York,10003,"(40.739063130000034, -73.99018251299992)",212-780-9300,Free,http://www.equinoxfitness.com/
Equinox 106 - 2nd Ave @ 54th,833,250 East 54th Street,New York,10022,"(40.75733159100008, -73.96717015899992)",212-277-5400,Free,http://www.equinoxfitness.com/
Equinox 107 - Broadway @ 50th,834,1633 Broadway,New York,10019,"(40.76217556000006, -73.98485368599995)",212-541-7000,Free,http://www.equinoxfitness.com/
Equinox 109 - Lexington Ave @ 44th,835,420 Lexington Avenue,New York,10017,"(40.75267176300008, -73.97587674699992)",212-953-2499,Free,http://www.equinoxfitness.com/
Equinox 110 - Wall St @ Nassau,836,14 Wall Street,New York,10005,"(40.70762904700007, -74.0107699109999)",212-964-6688,Free,http://www.equinoxfitness.com/
Equinox 114 - Broadway @ Prince,837,568 Broadway,New York,10012,"(40.724237423000034, -73.9971958559999)",212-334-4631,Free,http://www.equinoxfitness.com/
Morans,851,103 Washington Street,New York,10006,"(40.70837513200007, -74.0140769269999)",212-732-2020,Free,http://www.moransnyc.com
SidewayZen,860,410 West 24th St,New York,10011,"(40.746999978000076, -74.00142298299994)",,Free,http://sidewayzen.com
Slainte Pub NYC,861,304 Bowery St,New York,10012,"(40.72479242700007, -73.99271653999995)",212-253-7030,Free,http://www.slaintenyc.com
Wall Street Park,1072,,New York,10005,"(40.70452591800006, -74.00640363999992)",,Free,http://www.downtownny.com/?sid=49
60 Wall St. Atrium,1073,60 Wall Street,New York,10005,"(40.70624698800009, -74.0085078699999)",,Free,http://www.downtownny.com/?sid=49
Community Access - Avenue D,1080,107 Avenue D,New York,10009,"(40.723630152000055, -73.9763123919999)",,Free,
MediaNoche,1081,161 East 106th Street,New York,10029,"(40.79210574800004, -73.94536206999993)",,Free,http://www.medianoche.us/
Limeleaf,1086,128 W 72 Street,New York,10023,"(40.77770461400007, -73.9799682279999)",212-501-7800,Free,http://www.menupages.com/restaurants/lime-leaf/
Avalon Bowery Place,1088,11 East 1st St,New York,10003,"(40.724445855000056, -73.99172033999992)",866-679-5715,Free,http://development.inputnine.com/archive/avalon/boweryplace/site/
Cosi,1090,53 East 8th Street,New York,10003,"(40.73126505500005, -73.99346761599992)",212-260-1507,Free,http://www.getcosi.com
Lincoln Center - Damrosch Park,1112,62nd Street near Amsterdam Avenue,New York,10023,"(40.77230553000004, -73.98524712999995)",,Free,http://www.lincolncenter.org/load_screen.asp?screen=wifi
Lincoln Center - Josie Robertson Plaza,1113,Columbus Avenue between 62nd and 65th Streets,New York,10023,"(40.77230950200004, -73.98339123199992)",,Free,http://www.lincolncenter.org/load_screen.asp?screen=wifi
Lincoln Center - North Plaza,1114,65th Street between Amsterdam Avenue and Columbus Avenue,New York,10023,"(40.77300233100004, -73.98367444699994)",,Free,http://www.lincolncenter.org/load_screen.asp?screen=wifi
Apple Store,1212,401 W 14th Street,New York,10014,"(40.741333282000085, -74.00552696199992)",,Free,http://www.apple.com/retail/west14thstreet/
American Trash,1215,1471 1st Avenue,New York,10075,"(40.770902652000075, -73.95406512499994)",,Free,http://www.nycamericantrash.com/trash_wii.html
Boqueria,1216,53 West 19th Street,New York,10011,"(40.740300940000054, -73.99370327999992)",,Free,http://www.wififreespot.com/ny.html
Bowery Bar,1217,40 E 4th Street,New York,10003,"(40.72710551900008, -73.99204361999995)",,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Bowery_Bar_New_York_NY_5589.aspx
B Cup Caf̩,1218,212 Avenue B,New York,10009,"(40.72869528400008, -73.97882167599994)",,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_B_Cup_Cafe_New_York_NY_5590.aspx
V Bar,1219,225 Sullivan St,New York,10012,"(40.729542543000036, -73.9995093899999)",,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_V_Bar_New_York_NY_5521.aspx
Dunkin Donuts,1220,899 Main Street,New York,10044,"(40.76963224000008, -73.94131221399994)",,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Dunkin_Donuts_Cortland_Manor_NY_12141.aspx
Dunikn Donuts,1221,215 1st Avenue,New York,10003,"(40.73065974300005, -73.9834149969999)",,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Dunkin_Donuts_New_York_NY_12150.aspx
Duncan Donuts,1222,170 2nd Avenue,New York,10003,"(40.73009270700004, -73.9861247739999)",,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Duncan_Donuts_New_York_NY_6342.aspx
Plaza at 7 World Trade Center,1223,Vesey Street & Greenwich Street,New York,10048,"(40.71323522200004, -74.01148891999992)",,Free,http://www.downtownny.com/discover/wifi/
Penn Station - Waiting Room,1225,7th Avenue & 33rd Street,New York,10119,"(40.74995917700005, -73.99214703599995)",,Free,http://www.mta.info/lirr/News/2008/PennWireless.htm
British Memorial Garden,1226,Hanover Square,New York,10004,"(40.70477206000004, -74.0093490829999)",,Free,http://www.britishmemorialgarden.org/intro.html
Central Park Charles a Dana Discovery Center,1227,36 W 110th Street,New York,10026,"(40.797063448000074, -73.95145113299992)",,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Central_Park_Charles_a_Dana_Discovery_Center_New_York_NY_24668.aspx
Caf̩ One,1229,1619 Amsterdam Avenue,New York,10031,"(40.822102302000076, -73.9496353049999)",,Free,http://www.openwifinyc.com/classic/a/Cafe-One-NY-10031
Net Caf̩,1230,246 East 14th Street,New York,10003,"(40.732287634000045, -73.9854871899999)",,Free,http://www.ncafeny.com/
Ost Caf̩,1231,441East 12th Street,New York,10009,"(40.72933149100004, -73.98150306799994)",,Free,http://www.openwifinyc.com/classic/a/Ost-Cafe-NY-10009
Tasty Caf̩,1232,2062 Broadway,New York,10023,"(40.777951236000035, -73.98159293999993)",,Free,http://www.openwifinyc.com/classic/a/Tasty-Cafe-NY-10023
Beach Caf̩,1233,1362 2nd Avenue,New York,10021,"(40.76837719100007, -73.95866011599992)",,Free,http://www.openwifinyc.com/classic/a/Beach-Cafe-NY-10021
Gigi Cage,1234,2067 Broadway,New York,10023,"(40.77841654900004, -73.9824424649999)",,Free,http://www.openwifinyc.com/classic/a/Gigi-Cafe-NY-10023
Pecan,1235,130 Franklin Street,New York,10013,"(40.71931119100009, -74.00658449999992)",,Free,http://www.openwifinyc.com/classic/a/Pecan-NY-10013
Andrews Coffee Shop,1236,116 John Street,New York,10038,"(40.70746874100007, -74.00589065399993)",,Free,http://www.openwifinyc.com/classic/a/Andrews-Coffee-Shop-NY-10038
Antique Caf̩,1237,55 West 26th Street,New York,10010,"(40.74472908300004, -73.99085220299992)",,Free,http://www.openwifinyc.com/classic/a/Antique-Cafe-NY-10010
East West Caf̩,1239,78 5th Avenue,New York,10011,"(40.735807375000036, -73.99418370199993)",,Free,http://www.openwifinyc.com/classic/a/East-West-Cafe-NY-10011
Bravo Caf̩,1240,52 Broadway,New York,10004,"(40.70648033500004, -74.01227067399992)",,Free,http://www.openwifinyc.com/classic/a/Bravo-Cafe-NY-10004
Condesa Caf̩,1241,183 West 10th Street,New York,10014,"(40.73438963600006, -74.00269312799992)",,Free,http://www.openwifinyc.com/classic/a/Condesa-Cafe-NY-10014
Silo Caf̩,1242,31 East 32nd Street,New York,10016,"(40.74640902800007, -73.98317063699994)",,Free,
Gotham Coffee House,1243,1298 2nd Avenue,New York,10065,"(40.76623757400006, -73.95954717299992)",,Free,
Brama Caf̩,1244,157 2nd Avenue,New York,10003,"(40.72973852400008, -73.98722740499994)",,Free,
Ditch Plains,1245,29 Bedford Street,New York,10014,"(40.729203677000044, -74.00379979299993)",,Free,
Peace and Love,1246,378 1/2 Greenwich Street,New York,10013,"(40.719928275000086, -74.0104747449999)",,Free,
Merchants Gate,1247,Central Park - SW Corner,New York,10000,"(40.768244232000086, -73.98095634599991)",,Free,
Balducci's Mezzanine Caf̩,1248,81 8th Avenue,New York,10011,"(40.740128276000064, -74.00276082199991)",,Free,http://www.openwifinyc.com/classic/a/Balduccis-Mezzanine-Cafe-NY-10011
Kaffe 1668,1249,275 Greenwich Street,New York,10007,"(40.715177890000064, -74.0109351829999)",,Free,http://www.openwifinyc.com/classic/a/Kaffe-1668-NY-10007
Giana Espresso Bar,1250,1584 1st Avenue,New York,10028,"(40.77447105600004, -73.95079612699993)",,Free,http://www.openwifinyc.com/classic/a/Giana-Espresso-Bar-NY-10028
Caf̩ Addis,1256,435 W 125 Street,New York,10027,"(40.81242720400007, -73.95507487499992)",,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_CAFE_ADDIS_New_York_NY_31195.aspx
Cafecito,1257,185 Avenue C,New York,10009,"(40.72690548500009, -73.97711089499995)",,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Cafecito_New_York_NY_6185.aspx
Cake Shop,1264,152 Ludlow Street,New York,10002,"(40.72071440800005, -73.98739961899992)",,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Cake_Shop_New_York_NY_5454.aspx
Flight 151,1265,151 8th Avenue,New York,10011,"(40.74210414800007, -74.00115951799995)",,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Flight_151_New_York_NY_6377.aspx
Galaxy Global Eatery,1266,15 Irving Place,New York,10003,"(40.73491801900008, -73.98845651599993)",,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Galaxy_Global_Eatery_New_York_NY_5758.aspx
Greenwich Treehouse,1267,46 Greenwich Avenue,New York,10011,"(40.735614500000054, -74.00027876099995)",,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Greenwich_Treehouse_New_York_NY_5770.aspx
Gramstand,1268,214 Avenue A,New York,10009,"(40.72986300800005, -73.98050638899991)",,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Gramstand_New_York_NY_5480.aspx
Housing Works Bookstore Caf̩,1271,126 Crosby Street,New York,10012,"(40.72480609000007, -73.99671187799993)",,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Housing_Works_Bookstore_Cafe_New_York_NY_5783.aspx
Lucky Jack's,1274,129 Orchard Street,New York,10002,"(40.71966774400005, -73.9896578609999)",,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Lucky_Jacks_New_York_NY_5510.aspx
88 Orchard,1275,88 Orchard Street,New York,10002,"(40.71797609500004, -73.99010174499995)",,Free,http://www.openwifispots.com/citylist_free_wifi_wireless_hotspot-New_York_NY.aspx
Rapture Caf̩ & Books,1278,200 Avenue A,New York,10009,"(40.72926114300009, -73.98084628899994)",,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Rapture_Cafe_and_Books_New_York_NY_19752.aspx
Tisserie,1279,857 Broadway,New York,10003,"(40.73734652400009, -73.99056625599991)",,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Tisserie_New_York_NY_6842.aspx
Best Value Electronics,1280,6 West 14th Street,New York,10011,"(40.73599371800009, -73.9943614739999)",,Free,http://www.wififreespot.com/ny.html
The Little Owl,1281,90 Bedford Street,New York,10014,"(40.73229699400008, -74.0052437089999)",,Free,http://www.thelittleowlnyc.com/
Columbia University,1284,114 th - 120th Streets,New York,10023,"(40.80771570600007, -73.96228539499992)",,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Columbia_University_New_York_NY_5679.aspx
Office Depot,1294,1441 Broadway,New York,10018,"(40.75498892200005, -73.98716782999992)",,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Office_Depot_New_York_NY_3837.aspx
Sugar Caf̩,1296,200 Allen Street,New York,10002,"(40.72217242700009, -73.9886341049999)",,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Sugar_Cafe_New_York_NY_5537.aspx
Vinny Vincenz Square Pizza,1297,231 1st Avenue,New York,10003,"(40.73115522200004, -73.9830377429999)",,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Vinny_Vincenz_Square_Pizza_New_York_NY_6878.aspx
Witchcraft - Midtwon,1298,555 5th Avenue,New York,10017,"(40.755812276000086, -73.97888717399991)",,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Wichcraft_New_York_NY_6040.aspx
Witchcraft - Tribeca,1299,397 Greenwich Street,New York,10013,"(40.720426804000056, -74.0097638659999)",,Free,http://www.openwifinyc.com/classic/a/witchcraft-Tribeca-NY-10013
Witchcraft - Flatiron,1300,11 East 20th Street,New York,10003,"(40.73948552000007, -73.99005812199994)",,Free,http://www.openwifinyc.com/classic/a/witchcraft-Flatiron-NY-10003
Witchcraft - Village,1301,60 East 8th Street,New York,10003,"(40.73046160900009, -73.99305261299992)",,Free,http://www.openwifinyc.com/classic/a/witchcraft-Village-NY-10003
Wichcraft,1302,269 11th Avenue,New York,10001,"(40.751693713000066, -74.00497354799995)",,Free,http://www.openwifispots.com/citylist_free_wifi_wireless_hotspot-New_York_NY.aspx
Witchcrafft - Park Ave,1303,245 Park Avenue,New York,10017,"(40.754611167000064, -73.9746857749999)",,Free,http://www.openwifinyc.com/classic/a/witchcraft-Park-Ave-NY-10167
Whole Foods Market,1305,95 E Houston Street,New York,10002,"(40.72345639100007, -73.99188057499993)",,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Whole_Foods_Market_New_York_NY_89526.aspx
Whole Foods Market,1306,4 Union Square E,New York,10003,"(40.73480119300007, -73.99142452699994)",,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Whole_Foods_Market_New_York_NY_89525.aspx
Whole Foods Market,1307,250 7th Avenue,New York,10001,"(40.745306208000045, -73.99548869799992)",,Free,http://www.openwifispots.com/citylist_free_wifi_wireless_hotspot-New_York_NY.aspx
Whole Foods Market,1308,10 Columbus Cir,New York,10019,"(40.76837445700005, -73.98282007799992)",,Free,http://www.openwifispots.com/citylist_free_wifi_wireless_hotspot-New_York_NY.aspx
Yogurteria,1309,699 W 39th Street,New York,10018,"(40.75993901600009, -74.00210084299994)",,Free,http://www.openwifispots.com/citylist_free_wifi_wireless_hotspot-New_York_NY.aspx
Yushi Suhi  Park Ave,1311,245 Park Avenue,New York,10017,"(40.754678640000066, -73.97438720499991)",,Free,http://www.openwifinyc.com/classic/a/Yushi-Sushi-Park-Ave-NY-10167
Juan Valdez -Lexington Avenue,1312,480 Lexington Avenue,New York,10017,"(40.754290096000034, -73.97427039999991)",,Free,http://www.openwifinyc.com/classic/a/Juan-Valdez-Lexington-Ave-NY-10167
Juan Valdez - Times Square,1313,1451 Broadway,New York,10036,"(40.75551026100004, -73.98688377899992)",,Free,http://www.openwifinyc.com/classic/a/Juan-Valdez-Times-Sq-NY-10036
Sublte Tea,1314,121 Madison Ave,New York,10016,"(40.74529787600005, -73.98438154299993)",,Free,http://www.openwifinyc.com/classic/a/Subtle-Tea-NY-10016
Bonobo,1315,18 East 23rd Street,New York,10010,"(40.74065934100008, -73.9882416339999)",,Free,http://www.openwifinyc.com/classic/a/Bonobo-NY-10010
Koyzina Caf̩,1316,62 William Street,New York,10005,"(40.70709606100007, -74.00846933199995)",,Free,http://www.openwifinyc.com/classic/a/Koyzina-Cafe-NY-10006
Financier,1317,62 Stone Street,New York,10004,"(40.70451147300008, -74.00984147299994)",,Free,http://www.openwifinyc.com/classic/a/Financier-NY-10004
Gregory's Coffee,1318,327  Park Avenue South,New York,10010,"(40.740922037000075, -73.98544940999994)",,Free,http://www.openwifinyc.com/classic/a/Gregorys-Coffee-NY-10010
View Bar,1319,232 8th Avenue,New York,10011,"(40.744337089000055, -73.99876997199993)",,Free,http://www.openwifinyc.com/classic/a/View-Bar-NY-10011
Rice,1320,115 Lexington Ave,New York,10016,"(40.74245456500006, -73.98233837899994)",,Free,http://www.openwifinyc.com/classic/a/Rice-NY-10016
Grand Central Terminal at the Dinining Concourse,1321,87 E 42nd Street,New York,10017,"(40.752596897000046, -73.97732922799992)",,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Grand_Central_Terminal_at_the_Dining_Concourse_New_York_NY_19746.aspx
Barnes & Noble,1323,31 10 Thomson Avenue,New York,11101,"(40.743995977000054, -73.93512413399992)",,Free,http://www.barnesandnobleinc.com
Barnes & Noble,1324,40 Worth Street,New York,10013,"(40.71708113400007, -74.00699733999994)",,Free,http://www.barnesandnobleinc.com
Barnes & Noble,1325,97 Warren Street,New York,10007,"(40.71532271700005, -74.0109359349999)",,Free,http://www.barnesandnobleinc.com
Barnes & Noble,1328,150 East 86th Street,New York,10028,"(40.77903020900004, -73.95514636099995)",,Free,http://www.barnesandnobleinc.com
Guy & Gallard - East 34 St,1332,120 East 34 Street,New York,10016,"(40.746308603000045, -73.9803301419999)",,Free,http://www.openwifinyc.com/classic/a/Guy-and-Gallard-East-34-St-NY-10016
Guy & Gallard - Madison Ave,1333,28 East 34th Street,New York,10016,"(40.74763921200008, -73.98345717199993)",,Free,http://www.openwifinyc.com/classic/a/Guy-and-Gallard-Madison-Ave-NY-10016
Guy & Gallard - 7th Ave,1334,469 7th Avenue,New York,10018,"(40.751936509000075, -73.98945157599991)",,Free,http://www.openwifinyc.com/classic/a/Guy-and-Gallard-7th-Ave-NY-10018
Guy & Gallard - West 38 St,1335,245 West 38th Street,New York,10018,"(40.754356948000066, -73.99019472799995)",,Free,http://www.openwifinyc.com/classic/a/Guy-and-Gallard-West-38-St-NY-10018
Guy & Gallard - 6th Ave,1336,1001 6th Avenue,New York,10018,"(40.752023387000065, -73.9865712209999)",,Free,http://www.openwifinyc.com/classic/a/Guy-and-Gallard-6th-Ave-NY-10018
Chevy's Fresh Mex,1337,259 W 42nd Street,New York,10036,"(40.75731596300005, -73.9893649139999)",,Free,http://www.chevysny.com
TechSpace,882,41 East 11th Street,New York,10003,"(40.73340613900007, -73.99282722099991)",212-331-1100,Free,http://www.techspace.com/
TechSpace,883,95 Morton Street,New York,10014,"(40.731488726000066, -74.00856231799992)",212-331-1100,Free,http://www.techspace.com/
The Cellar,884,325 East 14th Street,New York,10003,"(40.732135483000036, -73.9836867439999)",212-477-7747,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_The_Cellar_New_York_NY_17413.aspx
Cafe Ari,887,3 Greenwich Ave,New York,10014,"(40.733734223000056, -73.99990689099991)",212-206-7776,Free,
Dante's Gourmet Foods,888,166 William Street,New York,10038,"(40.71017379600005, -74.0055823209999)",212-233-2255,Free,http://www.yelp.com/biz/dantes-gourmet-foods-new-york
Think Coffee,889,118 Mercer Street,New York,10012,"(40.728260581000086, -73.99499640099992)",212-228-6226,Free,http://www.thinkcoffeenyc.com/
Applebee's,890,205 West 50th Street,New York,10019,"(40.761526116000084, -73.98347721899995)",212-262-2400,Free,http://www.nyu.edu/src/cityguide/cityinfo.html
Eagle Communication,891,1751 2nd Avenue,New York,10128,"(40.78151204300008, -73.94959817799992)",516-852-8649,Free,http://www.ezgoal.com/hotspots/wireless/f.asp?fid=151674&wireless-internet
Faces and Names,892,161 West 54th Street,New York,10019,"(40.76363784700004, -73.98099549699992)",212-586-9311,Free,http://www.ezgoal.com/hotspots/wireless/f.asp?fid=122309&wireless-internet
Full City Coffee,893,409 Grand Street,New York,10002,"(40.71568210600009, -73.9873988889999)",212-260-2363,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Full_City_Coffee_New_York_NY_6396.aspx
Schiller's Liquor Bar,894,131 Rivington St.,New York,10002,"(40.71937005600006, -73.98668784699993)",888-287-7913,Free,http://www.wififreespot.com/ny.html
Cafe Andalucia,898,533 9th Avenue,New York,10018,"(40.75700709700004, -73.9939738949999)",212-505-0657,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Cafe_Andalucia_New_York_NY_10565.aspx
Caffe Med,899,1268 2nd Avenue,New York,10021,"(40.765181247000044, -73.96062941399992)",212-744-5370,Free,http://usatoday.jiwire.com/wi-fi-wireless-hotspot-New-York-New-York-NY-US-Caffe-MED-1251392.htm
Cyclo,900,203 1st Ave,New York,10003,"(40.73037830800007, -73.98361981699992)",212-673-3957,Free,www.cyclorestaurant.com
Digby's,901,666 5th Avenue,New York,10019,"(40.760370005000084, -73.97670509799991)",212-977-7272,Free,www.digbyscafe.com
Happy 16 Diner,902,16 Pell Street,New York,10013,"(40.71493977000006, -73.99783357299992)",212-962-6588,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Happy_16_Diner_New_York_NY_12949.aspx
Hip Cup Caf̩,903,225 Park Row,New York,10038,"(40.71307299500006, -73.99878050199993)",212-227-8870,Free,http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Hip_Cup_Cafe_New_York_NY_13116.aspx
Les Halles Park Avenue,905,411 Park Avenue South,New York,10016,"(40.74352668900008, -73.9834510789999)",212-679-4111,Free,http://www.leshalles.net
Les Halles Downtown,906,15 John Street,New York,10038,"(40.710105138000074, -74.00881902099991)",212-285-8585,Free,http://www.leshalles.net
Lit Lounge,907,93 2nd Avenue,New York,10003,"(40.72718905700009, -73.98906122699992)",212-777-7987,Free,http://www.litloungenyc.com
Risa,908,47 E Houston St,New York,10012,"(40.72461373200008, -73.99477479099994)",212-625-1712,Free,http://www.nyu.edu/src/cityguide/cityinfo.html
My Little Wi-Fi,912,144 East 7th St,New York,10009,"(40.72553775700004, -73.98281621199993)",,Free,
NYC Public Library - Columbus Branch,953,742 10th Avenue,New York,10019,"(40.76493495300008, -73.99122081899992)",212-586-5098,Free,http://www.nypl.org/branch/services/wifi.html
NYC Public Library for the Performing Arts,954,40 Lincoln Center Plaza,New York,10023,"(40.773507324000036, -73.98454684699993)",212-870-1630,Free,http://www.nypl.org/branch/services/wifi.html
NYC Public Library - 58th  St  Branch,1179,127 E 58 Street,New York,10022,"(40.76223213800006, -73.96932374599993)",212-759-7358,Free,http://www.nypl.org/branch/services/wifi.html
NYC Public Library - 96th  St  Branch,1180,112 E 96 Street,New York,10128,"(40.785957661000054, -73.95180829299994)",212-289-0908,Free,http://www.nypl.org/branch/services/wifi.html
NYC Public Library - Epiphany  Branch,1181,228 E 23rd  Street,New York,10010,"(40.738078881000035, -73.98205276399995)",212-679-2645,Free,http://www.nypl.org/branch/services/wifi.html
NYC Public Library - Bloomingdale Branch,1182,150 West 100th Street,New York,10025,"(40.795919370000036, -73.96784905599992)",212-222-8030,Free,http://www.nypl.org/branch/services/wifi.html
NYC Public Library - Terence Cardinal Cooke-Cathedral Branch,1183,560 Lexington Avenue,New York,10022,"(40.756779220000055, -73.97247884199993)",212-752-3824,Free,http://www.nypl.org/branch/services/wifi.html
NYC Public Library - Kips Bay Branch,1184,446 Third Avenue,New York,10016,"(40.74382852600007, -73.97993403099991)",212-683-2520,Free,http://www.nypl.org/branch/services/wifi.html
