"","Facility.Type","license","legalName","brand","location","streetAddress","addressLocality","postalCode","telephone","Number.of.Spaces","loc","longitude","latitude","entityTitle","X.context","X.type","X.id"
"1042","Parking Garage",1308680,"305 EAST 80TH PARKING LLC","","305 80 STREET
NEW YORK, NY 10075
","305 80 STREET","NEW YORK","10075","2126283121",233,"[-73.95399087048895,40.773779458153]",-73.95399,40.77378,"305_east_80th_parking_llc_1308680","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/305_east_80th_parking_llc_1308680"
"1043","Parking Garage",1308709,"BELMONT PARKING LLC","","113 115 EAST 84 STREET
NEW YORK, NY 10028
","113 115 EAST 84 STREET","NEW YORK","10028","2122889170",125,"[-73.95296667956859,40.776344978837756]",-73.95297,40.77634,"belmont_parking_llc_1308709","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/belmont_parking_llc_1308709"
"1044","Parking Garage",1308946,"BRG CHARLES LLC","","140 CHARLES STREET
NEW YORK, NY 10014
","140 CHARLES STREET","NEW YORK","10014","5164989100",20,"[-74.00802584613726,40.73413340709843]",-74.00803,40.73413,"brg_charles_llc_1308946","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/brg_charles_llc_1308946"
"1045","Parking Garage",1310036,"MP 17 LLC","","450 17 STREET
NEW YORK, NY 10011
","450 17 STREET","NEW YORK","10011","2124903460",206,"[-74.00638851451532,40.743849521526045]",-74.00639,40.74385,"mp_17_llc_1310036","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/mp_17_llc_1310036"
"1046","Parking Garage",1310483,"CENTRAL PARKING SYSTEM OF NEW YORK INC","","2 PLATT STREET
NEW YORK, NY 10038
","2 PLATT STREET","NEW YORK","10038","2125025490",17,"[-74.00597409702956,40.70720167057485]",-74.00597,40.7072,"central_parking_system_of_new_york_inc_1310483","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/central_parking_system_of_new_york_inc_1310483"
"1047","Parking Garage",1310684,"MP BTM LLC","","651 RIVER AVENUE
BRONX, NY 10451
","651 RIVER AVENUE","BRONX","10451","2124903460",2332,"[-73.92893104271035,40.82250545198904]",-73.92893,40.82251,"mp_btm_llc_1310684","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/mp_btm_llc_1310684"
"1048","Parking Garage",1311251,"2000 PARKING INC.","","2000 WHITE PLAINS ROAD
BRONX, NY 10462
","2000 WHITE PLAINS ROAD","BRONX","10462","7185978232",100,"[-73.86783323379984,40.850019173302215]",-73.86783,40.85002,"2000_parking_inc_1311251","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/2000_parking_inc_1311251"
"1049","Parking Garage",1311252,"BRADY PARKING INC.","","800 BRADY AVENUE
BRONX, NY 10462
","800 BRADY AVENUE","BRONX","10462","7185973232",100,"[-73.86390842056261,40.852325283707415]",-73.86391,40.85233,"brady_parking_inc_1311252","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/brady_parking_inc_1311252"
"1050","Parking Garage",1312449,"STELLMAR PARKING LLC","","30 65 STREET
NEW YORK, NY 10065
","30 65 STREET","NEW YORK","10065","2128798798",31,"[-73.96829009075486,40.767178434457946]",-73.96829,40.76718,"stellmar_parking_llc_1312449","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/stellmar_parking_llc_1312449"
"1051","Parking Garage",1312936,"QUIK PARK 82ND STREET, LLC","","350 82 STREET
NEW YORK, NY 10028
","350 82 STREET","NEW YORK","10028","2128322066",53,"[-73.95242072689805,40.774746285889066]",-73.95242,40.77475,"quik_park_82nd_street_llc_1312936","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/quik_park_82nd_street_llc_1312936"
"1052","Parking Garage",1313004,"TWO FIFTH PARKING LLC","","2 5 AVENUE
NEW YORK, NY 10011
","2 5 AVENUE","NEW YORK","10011","2125338312",146,"[-73.99660974145752,40.73183507870647]",-73.99661,40.73184,"two_fifth_parking_llc_1313004","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/two_fifth_parking_llc_1313004"
"1053","Parking Garage",1313013,"WEST 122ND STREET GARAGE LLC","","532 122 STREET
NEW YORK, NY 10027
","532 122 STREET","NEW YORK","10027","2129611091",180,"[-73.96042102299845,40.811541990163335]",-73.96042,40.81154,"west_122nd_street_garage_llc_1313013","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/west_122nd_street_garage_llc_1313013"
"1054","Parking Garage",1313397,"PARK KWIK LLC","","20 JAY STREET
BROOKLYN, NY 11201
","20 JAY STREET","BROOKLYN","11201","7182549141",20,"[-73.98661051423608,40.70439619254292]",-73.98661,40.7044,"park_kwik_llc_1313397","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/park_kwik_llc_1313397"
"1055","Parking Garage",1314513,"INWOOD NY GARAGE, LLC","","4501 BROADWAY
NEW YORK, NY 10040
","4501 BROADWAY","NEW YORK","10040","6467969466",117,"[-73.93209141572459,40.85786265409568]",-73.93209,40.85786,"inwood_ny_garage_llc_1314513","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/inwood_ny_garage_llc_1314513"
"1056","Parking Garage",1316344,"HUDSON TOWER NEWCO, LLC.","","350 ALBANY STREET
NEW YORK, NY 10280
","350 ALBANY STREET","NEW YORK","10280","2129453646",49,"[-74.01702130300646,40.71018931396815]",-74.01702,40.71019,"hudson_tower_newco_llc_1316344","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/hudson_tower_newco_llc_1316344"
"1057","Parking Garage",1323991,"CENTRAL PARKING SYSTEM OF NEW YORK, INC","","40 57 STREET
NEW YORK, NY 10019
","40 57 STREET","NEW YORK","10019","2125025490",140,"[-73.97528454757497,40.76349098589568]",-73.97528,40.76349,"central_parking_system_of_new_york_inc_1323991","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/central_parking_system_of_new_york_inc_1323991"
"1058","Parking Garage",1329614,"QUIK PARK EAST 67TH STREET, LLC","","400 67 STREET
NEW YORK, NY 10065
","400 67 STREET","NEW YORK","10065","2128322066",142,"[-73.95826716259896,40.76456287259668]",-73.95827,40.76456,"quik_park_east_67th_street_llc_1329614","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/quik_park_east_67th_street_llc_1329614"
"1059","Parking Garage",1331651,"TOWER 25 PARKING LLC","","305 24 STREET
NEW YORK, NY 10010
","305 24 STREET","NEW YORK","10010","2126869800",146,"[-73.9801787779757,40.73848031386485]",-73.98018,40.73848,"tower_25_parking_llc_1331651","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/tower_25_parking_llc_1331651"
"1060","Parking Garage",1333128,"2721 NEIGHBORHOOD PARKING LOT CORP","","2721 BRONXWOOD AVENUE
BRONX, NY 10469
","2721 BRONXWOOD AVENUE","BRONX","10469","3474277606",50,"[-73.86158230252187,40.86633758522916]",-73.86158,40.86634,"2721_neighborhood_parking_lot_corp_1333128","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/2721_neighborhood_parking_lot_corp_1333128"
"1061","Parking Garage",1338636,"HARL PARKING CORP.","","1481 5 AVENUE
NEW YORK, NY 10035
","1481 5 AVENUE","NEW YORK","10035","2129299404",152,"[-73.94482677901038,40.80289051224145]",-73.94483,40.80289,"harl_parking_corp_1338636","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/harl_parking_corp_1338636"
"1062","Parking Garage",1345530,"STANDARD PARKING CORPORATION","","61 35 JUNCTION BOULEVARD
REGO PARK, NY 11374
","61 35 JUNCTION BOULEVARD","REGO PARK","11374","7188974833",1356,"[-73.86148084756303,40.72646491702238]",-73.86148,40.72646,"standard_parking_corporation_1345530","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/standard_parking_corporation_1345530"
"1063","Parking Garage",1251237,"125 VERTICAL PARKING GROUP, LLC","","123 129 BAXTER STREET
NEW YORK, NY 10013
","123 129 BAXTER STREET","NEW YORK","10013","2129562280",68,"[-74.00888900022716,40.721242188776046]",-74.00889,40.72124,"125_vertical_parking_group_llc_1251237","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/125_vertical_parking_group_llc_1251237"
"1064","Parking Garage",1254915,"SEELIG, MARTIN A SEELIG, HOWARD L","3300 COMPANY","3300 NETHERLAND AVENUE
BRONX, NY 10463
","3300 NETHERLAND AVENUE","BRONX","10463","4254540885",32,"[-73.91130831822178,40.884527192657444]",-73.91131,40.88453,"seelig_martin_a_seelig_howard_l_1254915","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/seelig_martin_a_seelig_howard_l_1254915"
"1065","Parking Garage",1260274,"SILVER TOWERS GARAGE LLC","","125 10 QUEENS BOULEVARD
QUEENS, NY 11415
","125 10 QUEENS BOULEVARD","QUEENS","11415","7187937498",400,"[-73.82855612156771,40.708286075142325]",-73.82856,40.70829,"silver_towers_garage_llc_1260274","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/silver_towers_garage_llc_1260274"
"1066","Parking Garage",1262560,"HAPPY MEN PARKING, INC.","","1556 JEROME AVENUE
BRONX, NY 10452
","1556 JEROME AVENUE","BRONX","10452","7185796823",150,"[-73.91563775110981,40.84305216706856]",-73.91564,40.84305,"happy_men_parking_inc_1262560","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/happy_men_parking_inc_1262560"
"1067","Parking Garage",1263702,"MAGIC PARKING LLC","","225 ST NICHOLAS AVENUE
NEW YORK, NY 10027
","225 ST NICHOLAS AVENUE","NEW YORK","10027","2122893800",160,"[-73.95296758003273,40.807929561119444]",-73.95297,40.80793,"magic_parking_llc_1263702","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/magic_parking_llc_1263702"
"1068","Parking Garage",1266227,"PRIME CAR PARK LLC","","951 HOE AVENUE
BRONX, NY 10459
","951 HOE AVENUE","BRONX","10459","2122216111",139,"[-73.89036488905197,40.822104510465735]",-73.89036,40.8221,"prime_car_park_llc_1266227","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/prime_car_park_llc_1266227"
"1069","Parking Garage",1266254,"GARDEN LOTS LLC","","125 31 STREET
NEW YORK, NY 10001
","125 31 STREET","NEW YORK","10001","2128322066",120,"[-73.99024254149003,40.748355624384715]",-73.99024,40.74836,"garden_lots_llc_1266254","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/garden_lots_llc_1266254"
"1070","Parking Garage",1267813,"3896 PARKING CORP","","3896 10 AVENUE
NEW YORK, NY 10034
","3896 10 AVENUE","NEW YORK","10034","2125696508",195,"[-73.91833275202725,40.86534842717634]",-73.91833,40.86535,"3896_parking_corp_1267813","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/3896_parking_corp_1267813"
"1071","Parking Garage",1272748,"PEACH PARKING CORP","","346 354 WEST 40 STREET
NEW YORK, NY 10018
","346 354 WEST 40 STREET","NEW YORK","10018","9736228888",250,"[-73.99669149981281,40.756840774582145]",-73.99669,40.75684,"peach_parking_corp_1272748","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/peach_parking_corp_1272748"
"1072","Parking Garage",1275681,"QUIK PARK WEST 58TH LLC","","116 CENTRAL PARK
NEW YORK, NY 10019
","116 CENTRAL PARK","NEW YORK","10019","2128322066",58,"[-73.97726532460723,40.766126227683685]",-73.97727,40.76613,"quik_park_west_58th_llc_1275681","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/quik_park_west_58th_llc_1275681"
"1073","Parking Garage",1280325,"MP JAY LLC","","100 JAY STREET
BROOKLYN, NY 11201
","100 JAY STREET","BROOKLYN","11201","2124903460",424,"[-73.98677048382758,40.701791568338315]",-73.98677,40.70179,"mp_jay_llc_1280325","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/mp_jay_llc_1280325"
"1074","Parking Garage",1280462,"SYLVAN ELM GARAGE LLC","","94 31 60 AVENUE
ELMHURST, NY 11373
","94 31 60 AVENUE","ELMHURST","11373","7185759440",40,"[-73.87835115518163,40.73871040256307]",-73.87835,40.73871,"sylvan_elm_garage_llc_1280462","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/sylvan_elm_garage_llc_1280462"
"1075","Parking Garage",1290976,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.","","22 1 STREET
NEW YORK, NY 10003
","22 1 STREET","NEW YORK","10003","2125025490",50,"[-73.99119297418468,40.72447650121938]",-73.99119,40.72448,"central_parking_system_of_new_york_inc_1290976","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/central_parking_system_of_new_york_inc_1290976"
"1076","Parking Garage",1291190,"SYLVAN REGENCY GARAGE LLC","","132 03 SANFORD AVENUE
FLUSHING, NY 11355
","132 03 SANFORD AVENUE","FLUSHING","11355","7185759440",105,"[-73.82147854789662,40.7512997969481]",-73.82148,40.7513,"sylvan_regency_garage_llc_1291190","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/sylvan_regency_garage_llc_1291190"
"1077","Parking Garage",1291722,"COVE CAR PARK, LLC","","30 85 VERNON BOULEVARD
LONG ISLAND CTY, NY 11102
","30 85 VERNON BOULEVARD","LONG ISLAND CTY","11102","2122216111",73,"[-73.92643545073543,40.77152402451418]",-73.92644,40.77152,"cove_car_park_llc_1291722","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/cove_car_park_llc_1291722"
"1078","Parking Garage",1296822,"2027 EMMONS GARAGE, LLC","","2027 EMMONS AVENUE
BROOKLYN, NY 11235
","2027 EMMONS AVENUE","BROOKLYN","11235","6464951661",182,"[-73.94813795943328,40.58377324812981]",-73.94814,40.58377,"2027_emmons_garage_llc_1296822","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/2027_emmons_garage_llc_1296822"
"1079","Parking Garage",1298776,"PARK AVENUE 39 PARKING LLC.","","90 PARK AVENUE
NEW YORK, NY 10016
","90 PARK AVENUE","NEW YORK","10016","2126869800",150,"[-73.97893806358178,40.750522990475304]",-73.97894,40.75052,"park_avenue_39_parking_llc_1298776","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/park_avenue_39_parking_llc_1298776"
"1080","Parking Garage",1299171,"FULL HOUSE PARKING, LLC","","135 11 40 ROAD
QUEENS, NY 11354
","135 11 40 ROAD","QUEENS","11354","7183534700",83,"[-73.82719028070687,40.76862022064671]",-73.82719,40.76862,"full_house_parking_llc_1299171","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/full_house_parking_llc_1299171"
"1081","Parking Garage",1303088,"CENTRAL PARKING SYSTEM OF NEW YORK INC","","215 END AVENUE
NEW YORK, NY 10280
","215 END AVENUE","NEW YORK","10280","2125025490",46,"[-74.02022453553383,40.709594512276965]",-74.02022,40.70959,"central_parking_system_of_new_york_inc_1303088","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/central_parking_system_of_new_york_inc_1303088"
"1082","Parking Garage",1308491,"171 EAST 84TH STREET NEWCO LLC","","167 84 STREET
NEW YORK, NY 10028
","167 84 STREET","NEW YORK","10028","2126284550",75,"[-73.95586110138669,40.777917320450015]",-73.95586,40.77792,"171_east_84th_street_newco_llc_1308491","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/171_east_84th_street_newco_llc_1308491"
"1083","Parking Garage",1309011,"ENTERPRISE 38 LLC","","453 37 STREET
NEW YORK, NY 10018
","453 37 STREET","NEW YORK","10018","2126270012",163,"[-73.99726624653891,40.75627865146282]",-73.99727,40.75628,"enterprise_38_llc_1309011","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/enterprise_38_llc_1309011"
"1084","Parking Garage",1310420,"216-10 NY PARKING CORP.","","4055 10 AVENUE
NEW YORK, NY 10034
","4055 10 AVENUE","NEW YORK","10034","2123400315",143,"[-73.91459157238535,40.87047456274337]",-73.91459,40.87047,"216_10_ny_parking_corp_1310420","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/216_10_ny_parking_corp_1310420"
"1085","Parking Garage",1310681,"SBC PARKING LLG","","50 56 EAST 89 STREET
NEW YORK, NY 10128
","50 56 EAST 89 STREET","NEW YORK","10128","2128318816",153,"[-73.95062814906976,40.781770000585084]",-73.95063,40.78177,"sbc_parking_llg_1310681","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/sbc_parking_llg_1310681"
"1086","Parking Garage",1312446,"STELLMAR PARKING LLC","","27 65 STREET
NEW YORK, NY 10065
","27 65 STREET","NEW YORK","10065","2128798798",31,"[-73.96836203651719,40.76721440733911]",-73.96836,40.76721,"stellmar_parking_llc_1312446","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/stellmar_parking_llc_1312446"
"1087","Parking Garage",1312507,"PHF ENTERPRISES, INC.","","1981 SEDGWICK AVENUE
BRONX, NY 10453
","1981 SEDGWICK AVENUE","BRONX","10453","7185831368",88,"[-73.916078888922,40.85725737076833]",-73.91608,40.85726,"phf_enterprises_inc_1312507","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/phf_enterprises_inc_1312507"
"1088","Parking Garage",1313248,"QUIK PARK FG LLC","","500 62 STREET
NEW YORK, NY 10065
","500 62 STREET","NEW YORK","10065","2128322066",120,"[-73.95804681284113,40.76040653957733]",-73.95805,40.76041,"quik_park_fg_llc_1313248","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/quik_park_fg_llc_1313248"
"1089","Parking Garage",1331482,"38TH STREET GARAGE LLC","","35 38 STREET
NEW YORK, NY 10016
","35 38 STREET","NEW YORK","10016","2128661000",21,"[-73.98010718221985,40.74987547861423]",-73.98011,40.74988,"38th_street_garage_llc_1331482","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/38th_street_garage_llc_1331482"
"1090","Parking Garage",1333376,"CENTRAL PARKING SYSTEM OF NEW YORK, INC","","58 17 JUNCTION BOULEVARD
ELMHURST, NY 11373
","58 17 JUNCTION BOULEVARD","ELMHURST","11373","2125025490",870,"[-73.87835115518163,40.73871040256307]",-73.87835,40.73871,"central_parking_system_of_new_york_inc_1333376","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/central_parking_system_of_new_york_inc_1333376"
"1091","Parking Garage",1338540,"CENTRAL PARKING SYSTEM OF NEW YORK INC","","587 89 AVENUE
NEW YORK, NY 10011
","587 89 AVENUE","NEW YORK","10011","2125025490",42,"[-74.00460000028977,40.74471526669623]",-74.0046,40.74472,"central_parking_system_of_new_york_inc_1338540","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/central_parking_system_of_new_york_inc_1338540"
"1092","Parking Garage",1341899,"CHAMPION PARK 85 LLC","","234 85 STREET
NEW YORK, NY 10028
","234 85 STREET","NEW YORK","10028","2123085959",280,"[-73.95287571117262,40.77745768525284]",-73.95288,40.77746,"champion_park_85_llc_1341899","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/champion_park_85_llc_1341899"
"1093","Parking Garage",1342356,"SESSANTA PARKINGB CO, LLC","","229 60 STREET
NEW YORK, NY 10023
","229 60 STREET","NEW YORK","10023","7188969600",200,"[-73.98851868175599,40.77165605954614]",-73.98852,40.77166,"sessanta_parkingb_co_llc_1342356","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/sessanta_parkingb_co_llc_1342356"
"1094","Parking Garage",1343233,"M&N GROUP PAKING INC.","","407 157 STREET
BRONX, NY 10451
","407 157 STREET","BRONX","10451","7182929302",60,"[-73.91487790757573,40.821603912064205]",-73.91488,40.8216,"m_n_group_paking_inc_1343233","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/m_n_group_paking_inc_1343233"
"1095","Parking Garage",1343452,"ST NICHOLAS PARKING MGMT, LLC","","673 ST NICHOLAS AVENUE
NEW YORK, NY 10030
","673 ST NICHOLAS AVENUE","NEW YORK","10030","2122341217",180,"[-73.94534139579804,40.82294234276535]",-73.94534,40.82294,"st_nicholas_parking_mgmt_llc_1343452","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/st_nicholas_parking_mgmt_llc_1343452"
"1096","Parking Garage",1343912,"PHOENIX REALTY GROUP LLC","","41 02 QUEENS BOULEVARD
SUNNYSIDE, NY 11104
","41 02 QUEENS BOULEVARD","SUNNYSIDE","11104","3472423710",29,"[-73.92054134530679,40.74489336663561]",-73.92054,40.74489,"phoenix_realty_group_llc_1343912","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/phoenix_realty_group_llc_1343912"
"1097","Parking Garage",1347469,"STANDARD PARKING CORPORATION","","200 79 STREET
NEW YORK, NY 10024
","200 79 STREET","NEW YORK","10024","2129163491",95,"[-73.97839025785137,40.78315447522133]",-73.97839,40.78315,"standard_parking_corporation_1347469","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/standard_parking_corporation_1347469"
"1098","Parking Garage",1351985,"CHAMPION PARKING 76 ST LLC.","","205 76 STREET
NEW YORK, NY 10023
","205 76 STREET","NEW YORK","10023","2123085959",58,"[-73.97990866633852,40.7812906498155]",-73.97991,40.78129,"champion_parking_76_st_llc_1351985","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/champion_parking_76_st_llc_1351985"
"1099","Parking Garage",1357137,"FRIEND 54 MANAGEMENT LLC","","234 240 E 54 STREET
NEW YORK, NY 10022
","234 240 E 54 STREET","NEW YORK","10022","2126869800",188,"[-73.96809182217982,40.758630224005685]",-73.96809,40.75863,"friend_54_management_llc_1357137","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/friend_54_management_llc_1357137"
"1100","Parking Garage",1360546,"ATLANTIC PARKING MGMT LLC","","238 ATLANTIC AVE
BROOKLYN, NY 11201
","238 ATLANTIC AVE","BROOKLYN","11201","2127957275",130,"[-73.9911953862283,40.68927849018419]",-73.9912,40.68928,"atlantic_parking_mgmt_llc_1360546","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/atlantic_parking_mgmt_llc_1360546"
"1101","Parking Lot",366728,"STANLEY MAURER & LAURIE MAURER","176-8 COURT PARKING ASSOC","176 178 COURT STREET
BROOKLYN, NY 11201
","176 178 COURT STREET","BROOKLYN","11201","7186245226",16,"[-73.98992086835335,40.69467825879468]",-73.98992,40.69468,"stanley_maurer_laurie_maurer_366728","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/stanley_maurer_laurie_maurer_366728"
"1102","Parking Lot",369661,"CIRCLE LINE SIGHTSEEING YACHTS INC","","0 12 AVENUE
NEW YORK, NY 10036
","0 12 AVENUE","NEW YORK","10036","2126308810",160,"[-74.00033293465881,40.76251544973604]",-74.00033,40.76252,"circle_line_sightseeing_yachts_inc_369661","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/circle_line_sightseeing_yachts_inc_369661"
"1103","Parking Lot",369751,"CORNELL UNIVERSITY MEDICAL COLLEGE","","404 430 EAST 70 STREET
NEW YORK, NY 10021
","404 430 EAST 70 STREET","NEW YORK","10021","2127466080",180,"[-73.959183941086,40.76920532766377]",-73.95918,40.76921,"cornell_university_medical_college_369751","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/cornell_university_medical_college_369751"
"1104","Parking Lot",800582,"SIRULNICK, JOSEPH & SANFORD","SEMINOLE REALTY CO","72 38 113 STREET
FOREST HILLS, NY 11375
","72 38 113 STREET","FOREST HILLS","11375","5163747000",31,"[-73.84628429608335,40.720707263029794]",-73.84628,40.72071,"sirulnick_joseph_sanford_800582","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/sirulnick_joseph_sanford_800582"
"1105","Parking Lot",882717,"PARK RIGHT CORP","","600 11 AVENUE
NEW YORK, NY 10036
","600 11 AVENUE","NEW YORK","10036","2124597003",350,"[-73.99680721992199,40.76274100940686]",-73.99681,40.76274,"park_right_corp_882717","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/park_right_corp_882717"
"1106","Parking Lot",892932,"W. 26 ST. PARKING CORP.","","279 283 10 AVENUE
NEW YORK, NY 10001
","279 283 10 AVENUE","NEW YORK","10001","2126432062",160,"[-73.99688630375988,40.75025902143676]",-73.99689,40.75026,"w_26_st_parking_corp_892932","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/w_26_st_parking_corp_892932"
"1107","Parking Lot",894142,"KINGSBRIDGE PARKING CORPORATION","","2686 JEROME AVENUE
BRONX, NY 10468
","2686 JEROME AVENUE","BRONX","10468","7183641819",57,"[-73.89699560548539,40.86794065900791]",-73.897,40.86794,"kingsbridge_parking_corporation_894142","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/kingsbridge_parking_corporation_894142"
"1108","Parking Garage",1323851,"MIDTOWN AUTO CARE SERVICE INC","","413 45 STREET
NEW YORK, NY 10036
","413 45 STREET","NEW YORK","10036","2127378850",100,"[-73.99179533902671,40.76061735226878]",-73.9918,40.76062,"midtown_auto_care_service_inc_1323851","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/midtown_auto_care_service_inc_1323851"
"1109","Parking Garage",1326466,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.","","304 6 WEST 49 STREET
NEW YORK, NY 10019
","304 6 WEST 49 STREET","NEW YORK","10019","2125025490",205,"[-73.99180550022362,40.76761164715987]",-73.99181,40.76761,"central_parking_system_of_new_york_inc_1326466","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/central_parking_system_of_new_york_inc_1326466"
"1110","Parking Garage",1326545,"QUIK PARK BPC LLC","","70 LITTLE WEST STREET
NEW YORK, NY 10004
","70 LITTLE WEST STREET","NEW YORK","10004","2128322066",100,"[-74.00849579591247,40.740496327270584]",-74.0085,40.7405,"quik_park_bpc_llc_1326545","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/quik_park_bpc_llc_1326545"
"1111","Parking Garage",1328826,"556 STATE STREET ,LLC","","556 STATE STREET
BROOKLYN, NY 11217
","556 STATE STREET","BROOKLYN","11217","7182374087",25,"[-73.97941365857436,40.68559878645437]",-73.97941,40.6856,"556_state_street_llc_1328826","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/556_state_street_llc_1328826"
"1112","Parking Garage",1330557,"QUIK PARK EAST 87 LLC","","501 87 STREET
NEW YORK, NY 10128
","501 87 STREET","NEW YORK","10128","2128322066",66,"[-73.94655807527958,40.776606577031444]",-73.94656,40.77661,"quik_park_east_87_llc_1330557","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/quik_park_east_87_llc_1330557"
"1113","Parking Garage",1335085,"NASSAU ST. GARAGE CORP.","","150 NASSAU STREET
NEW YORK, NY 10038
","150 NASSAU STREET","NEW YORK","10038","2122435900",25,"[-74.00632341850147,40.71130021887583]",-74.00632,40.7113,"nassau_st_garage_corp_1335085","http://schema.org","ParkingFacility","http://nyc.pediacities.com/resource/ParkingFacility/nassau_st_garage_corp_1335085"
